id,titulo,autor,genero,anio_publicacion,editorial,idioma,paginas,disponible,cliente_prestamo,fecha_prestamo,fecha_limite
9427,Libro 9427,Autor 3124,Ciencia,2018,Alfaguara,Inglés,636,,,,
9428,Libro 9428,Autor 389,Historia,1973,Alfaguara,Español,685,,,,
9429,Libro 9429,Autor 573,Ciencia,2023,Anagrama,Italiano,845,,,,
9430,Libro 9430,Autor 2129,Terror,2013,HarperCollins,Español,246,,,,
9431,Libro 9431,Autor 4066,Historia,1984,Penguin,Italiano,404,,,,
9432,Libro 9432,Autor 4775,Misterio,1971,Planeta,Italiano,309,,,,
9433,Libro 9433,Autor 149,Romance,1988,Anagrama,Inglés,990,,,,
9434,Libro 9434,Autor 3335,Romance,2004,HarperCollins,Español,305,,,,
9435,Libro 9435,Autor 118,Fantasía,1956,Salamandra,Francés,142,,,,
9436,Libro 9436,Autor 1250,Fantasía,2011,Penguin,Francés,133,,,,
9437,Libro 9437,Autor 4993,Misterio,1988,Alfaguara,Italiano,154,,,,
9438,Libro 9438,Autor 1845,Infantil,1969,Salamandra,Francés,689,,,,
9439,Libro 9439,Autor 1023,Infantil,2005,Anagrama,Inglés,373,,,,
9440,Libro 9440,Autor 2607,Historia,2015,Planeta,Español,717,,,,
9441,Libro 9441,Autor 2013,Misterio,1964,Anagrama,Francés,567,,,,
9442,Libro 9442,Autor 3518,Infantil,2023,Penguin,Italiano,656,,,,
9443,Libro 9443,Autor 2106,Fantasía,1970,Planeta,Español,187,,,,
9444,Libro 9444,Autor 2785,Fantasía,1983,Planeta,Francés,237,,,,
9445,Libro 9445,Autor 2131,No ficción,1984,Salamandra,Francés,188,,,,
9446,Libro 9446,Autor 3232,Infantil,1954,HarperCollins,Alemán,551,,,,
9447,Libro 9447,Autor 3204,Misterio,2005,Planeta,Español,887,,,,
9448,Libro 9448,Autor 4751,Ficción,1956,Salamandra,Italiano,482,,,,
9449,Libro 9449,Autor 1347,Historia,2002,Salamandra,Español,815,,,,
9450,Libro 9450,Autor 3814,Ciencia,1993,Salamandra,Italiano,699,,,,
9451,Libro 9451,Autor 2912,Ciencia,2007,Penguin,Italiano,724,,,,
9452,Libro 9452,Autor 1919,Infantil,1991,Penguin,Italiano,922,,,,
9453,Libro 9453,Autor 4443,Historia,1967,Penguin,Inglés,250,,,,
9454,Libro 9454,Autor 1740,Romance,1955,Planeta,Francés,670,,,,
9455,Libro 9455,Autor 2986,Terror,1953,Alfaguara,Francés,134,,,,
9456,Libro 9456,Autor 3585,Ciencia,2018,Anagrama,Francés,239,,,,
9457,Libro 9457,Autor 1463,Fantasía,1963,Salamandra,Inglés,616,,,,
9458,Libro 9458,Autor 908,Historia,1990,Penguin,Francés,795,,,,
9459,Libro 9459,Autor 1264,Misterio,1996,HarperCollins,Alemán,155,,,,
9460,Libro 9460,Autor 2310,Historia,2002,HarperCollins,Inglés,751,,,,
9461,Libro 9461,Autor 2903,Romance,1970,Salamandra,Inglés,786,,,,
9462,Libro 9462,Autor 1112,Ciencia,1962,Salamandra,Francés,440,,,,
9463,Libro 9463,Autor 91,Fantasía,2015,Planeta,Alemán,928,,,,
9464,Libro 9464,Autor 1757,Ficción,1964,Planeta,Italiano,796,,,,
9465,Libro 9465,Autor 1471,Misterio,1994,HarperCollins,Italiano,657,,,,
9466,Libro 9466,Autor 3247,Fantasía,2014,Planeta,Francés,606,,,,
9467,Libro 9467,Autor 2659,Romance,1995,HarperCollins,Español,241,,,,
9468,Libro 9468,Autor 1340,Terror,1952,Anagrama,Francés,243,,,,
9469,Libro 9469,Autor 1977,Romance,1966,Alfaguara,Francés,472,,,,
9470,Libro 9470,Autor 1325,Romance,1966,Penguin,Francés,330,,,,
9471,Libro 9471,Autor 513,Ciencia,1969,Anagrama,Italiano,155,,,,
9472,Libro 9472,Autor 3633,Historia,1953,Planeta,Francés,725,,,,
9473,Libro 9473,Autor 1321,Historia,2024,Anagrama,Alemán,580,,,,
9474,Libro 9474,Autor 4862,Fantasía,1964,Alfaguara,Español,690,,,,
9475,Libro 9475,Autor 780,Terror,2006,HarperCollins,Francés,135,,,,
9476,Libro 9476,Autor 1556,Terror,1994,HarperCollins,Español,269,,,,
9477,Libro 9477,Autor 2056,Ficción,1976,HarperCollins,Inglés,961,,,,
9478,Libro 9478,Autor 1565,Romance,1969,Salamandra,Español,820,,,,
9479,Libro 9479,Autor 510,Ficción,1955,Planeta,Italiano,381,,,,
9480,Libro 9480,Autor 4722,No ficción,1967,Alfaguara,Italiano,379,,,,
9481,Libro 9481,Autor 387,Infantil,1998,Alfaguara,Italiano,986,,,,
9482,Libro 9482,Autor 3311,Romance,1973,Salamandra,Español,236,,,,
9483,Libro 9483,Autor 1555,Ficción,1960,Planeta,Francés,620,,,,
9484,Libro 9484,Autor 4232,Ciencia,1967,Penguin,Francés,440,,,,
9485,Libro 9485,Autor 2894,Infantil,1984,HarperCollins,Alemán,519,,,,
9486,Libro 9486,Autor 3061,Terror,2004,Anagrama,Francés,831,,,,
9487,Libro 9487,Autor 3280,Romance,1977,Anagrama,Italiano,145,,,,
9488,Libro 9488,Autor 1684,Romance,1985,Anagrama,Francés,694,,,,
9489,Libro 9489,Autor 2288,Terror,1973,Salamandra,Inglés,594,,,,
9490,Libro 9490,Autor 2588,Ciencia,1982,Salamandra,Inglés,343,,,,
9491,Libro 9491,Autor 830,Romance,1986,Penguin,Alemán,931,,,,
9492,Libro 9492,Autor 1614,Ficción,1962,Salamandra,Inglés,327,,,,
9493,Libro 9493,Autor 1749,Romance,1965,Planeta,Inglés,776,,,,
9494,Libro 9494,Autor 959,Infantil,1992,Planeta,Italiano,477,,,,
9495,Libro 9495,Autor 1473,Romance,2022,HarperCollins,Alemán,274,,,,
9496,Libro 9496,Autor 16,Ficción,1999,Penguin,Alemán,236,,,,
9497,Libro 9497,Autor 4833,Misterio,1962,Anagrama,Español,300,,,,
9498,Libro 9498,Autor 370,Infantil,2020,Planeta,Español,988,,,,
9499,Libro 9499,Autor 4499,Fantasía,1984,Penguin,Alemán,541,,,,
9500,Libro 9500,Autor 2626,Fantasía,2022,Salamandra,Español,809,,,,
9501,Libro 9501,Autor 618,Infantil,1984,Alfaguara,Francés,206,,,,
9502,Libro 9502,Autor 3201,Ciencia,1973,Penguin,Francés,177,,,,
9503,Libro 9503,Autor 919,Misterio,2002,HarperCollins,Inglés,560,,,,
9504,Libro 9504,Autor 360,Infantil,1988,Anagrama,Francés,465,,,,
9505,Libro 9505,Autor 4926,Ficción,1968,Planeta,Italiano,585,,,,
9506,Libro 9506,Autor 3331,No ficción,1993,Salamandra,Español,594,,,,
9507,Libro 9507,Autor 3092,Historia,1995,Planeta,Italiano,846,,,,
9508,Libro 9508,Autor 334,Romance,1994,Salamandra,Italiano,992,,,,
9509,Libro 9509,Autor 2950,Misterio,1981,Alfaguara,Alemán,909,,,,
9510,Libro 9510,Autor 1503,Ficción,1954,Alfaguara,Inglés,883,,,,
9511,Libro 9511,Autor 3084,Fantasía,1955,Alfaguara,Inglés,522,,,,
9512,Libro 9512,Autor 2924,Infantil,1956,HarperCollins,Italiano,992,,,,
9513,Libro 9513,Autor 1604,Misterio,1964,Anagrama,Inglés,580,,,,
9514,Libro 9514,Autor 600,Terror,2022,Alfaguara,Francés,856,,,,
9515,Libro 9515,Autor 3431,Romance,1969,Salamandra,Italiano,737,,,,
9516,Libro 9516,Autor 552,Historia,2008,Anagrama,Español,319,,,,
9517,Libro 9517,Autor 1448,Fantasía,1953,Anagrama,Inglés,723,,,,
9518,Libro 9518,Autor 3290,Infantil,2023,Alfaguara,Español,251,,,,
9519,Libro 9519,Autor 4974,Romance,1989,Anagrama,Francés,101,,,,
9520,Libro 9520,Autor 1601,Fantasía,2014,Planeta,Inglés,451,,,,
9521,Libro 9521,Autor 2443,Terror,1984,Anagrama,Alemán,439,,,,
9522,Libro 9522,Autor 4208,Historia,1993,Anagrama,Francés,176,,,,
9523,Libro 9523,Autor 4115,Historia,1956,Planeta,Francés,511,,,,
9524,Libro 9524,Autor 289,Romance,1971,Planeta,Alemán,618,,,,
9525,Libro 9525,Autor 2084,Ficción,1972,Penguin,Español,516,,,,
9526,Libro 9526,Autor 144,Romance,2014,Penguin,Español,613,,,,
9527,Libro 9527,Autor 3658,Fantasía,1969,Alfaguara,Francés,661,,,,
9528,Libro 9528,Autor 2072,Ficción,1981,Salamandra,Francés,929,,,,
9529,Libro 9529,Autor 1174,Historia,1985,HarperCollins,Inglés,593,,,,
9530,Libro 9530,Autor 4981,No ficción,1967,Anagrama,Inglés,862,,,,
9531,Libro 9531,Autor 660,Historia,1982,Anagrama,Francés,520,,,,
9532,Libro 9532,Autor 3623,Romance,2018,HarperCollins,Inglés,773,,,,
9533,Libro 9533,Autor 3363,Fantasía,1958,Alfaguara,Alemán,674,,,,
9534,Libro 9534,Autor 1447,Ficción,1991,Anagrama,Inglés,107,,,,
9535,Libro 9535,Autor 93,Infantil,2020,Penguin,Francés,391,,,,
9536,Libro 9536,Autor 1077,Ficción,1953,Anagrama,Español,744,,,,
9537,Libro 9537,Autor 554,Terror,1995,Planeta,Español,101,,,,
9538,Libro 9538,Autor 2663,Ciencia,2021,Anagrama,Alemán,277,,,,
9539,Libro 9539,Autor 450,Ciencia,1973,Anagrama,Español,665,,,,
9540,Libro 9540,Autor 417,Misterio,2021,Planeta,Español,111,,,,
9541,Libro 9541,Autor 3980,Misterio,2018,Penguin,Francés,150,,,,
9542,Libro 9542,Autor 3044,Misterio,1972,Planeta,Francés,843,,,,
9543,Libro 9543,Autor 1758,Ficción,2004,Salamandra,Francés,522,,,,
9544,Libro 9544,Autor 4308,Fantasía,1964,HarperCollins,Francés,610,,,,
9545,Libro 9545,Autor 36,Misterio,2000,Penguin,Francés,863,,,,
9546,Libro 9546,Autor 1288,Romance,1999,Anagrama,Inglés,321,,,,
9547,Libro 9547,Autor 2541,Ficción,1996,Planeta,Alemán,988,,,,
9548,Libro 9548,Autor 3833,Fantasía,1974,Salamandra,Francés,361,,,,
9549,Libro 9549,Autor 1212,Ciencia,1988,Salamandra,Inglés,810,,,,
9550,Libro 9550,Autor 4378,No ficción,2017,Planeta,Italiano,714,,,,
9551,Libro 9551,Autor 3179,Romance,1995,Penguin,Francés,972,,,,
9552,Libro 9552,Autor 2152,Infantil,2021,Salamandra,Alemán,991,,,,
9553,Libro 9553,Autor 4066,Infantil,1962,Planeta,Alemán,821,,,,
9554,Libro 9554,Autor 1208,Fantasía,1987,HarperCollins,Alemán,357,,,,
9555,Libro 9555,Autor 2221,Terror,1985,Alfaguara,Francés,523,,,,
9556,Libro 9556,Autor 1823,Fantasía,1986,Anagrama,Español,807,,,,
9557,Libro 9557,Autor 2905,No ficción,1991,HarperCollins,Español,102,,,,
9558,Libro 9558,Autor 570,Ciencia,1968,Planeta,Italiano,686,,,,
9559,Libro 9559,Autor 4617,Historia,1986,Alfaguara,Italiano,449,,,,
9560,Libro 9560,Autor 1408,Fantasía,2014,Anagrama,Italiano,171,,,,
9561,Libro 9561,Autor 2124,Ciencia,1988,HarperCollins,Francés,941,,,,
9562,Libro 9562,Autor 3244,Infantil,1975,Penguin,Inglés,630,,,,
9563,Libro 9563,Autor 4910,Fantasía,1991,Anagrama,Italiano,184,,,,
9564,Libro 9564,Autor 4141,Fantasía,2011,Penguin,Italiano,786,,,,
9565,Libro 9565,Autor 2271,Misterio,2002,Anagrama,Inglés,491,,,,
9566,Libro 9566,Autor 3682,Infantil,2016,Planeta,Italiano,618,,,,
9567,Libro 9567,Autor 499,Romance,1999,Salamandra,Italiano,840,,,,
9568,Libro 9568,Autor 3547,Terror,2018,HarperCollins,Inglés,997,,,,
9569,Libro 9569,Autor 4525,Historia,1978,Anagrama,Alemán,702,,,,
9570,Libro 9570,Autor 4185,Fantasía,1951,Penguin,Francés,724,,,,
9571,Libro 9571,Autor 61,Fantasía,1967,Anagrama,Francés,957,,,,
9572,Libro 9572,Autor 2715,Romance,2009,Anagrama,Inglés,220,,,,
9573,Libro 9573,Autor 1150,Terror,1963,Anagrama,Italiano,505,,,,
9574,Libro 9574,Autor 228,Infantil,1989,Planeta,Alemán,303,,,,
9575,Libro 9575,Autor 2452,Fantasía,2013,Salamandra,Inglés,980,,,,
9576,Libro 9576,Autor 2414,Ciencia,1979,Salamandra,Español,215,,,,
9577,Libro 9577,Autor 4602,Ficción,1978,Salamandra,Italiano,211,,,,
9578,Libro 9578,Autor 1821,Terror,1978,Salamandra,Español,894,,,,
9579,Libro 9579,Autor 1122,Fantasía,1968,HarperCollins,Alemán,206,,,,
9580,Libro 9580,Autor 1862,Terror,2007,Salamandra,Alemán,789,,,,
9581,Libro 9581,Autor 3144,Historia,1989,Salamandra,Español,208,,,,
9582,Libro 9582,Autor 4183,Fantasía,1958,Alfaguara,Italiano,274,,,,
9583,Libro 9583,Autor 3220,Historia,1980,Anagrama,Español,524,,,,
9584,Libro 9584,Autor 4810,No ficción,1964,Anagrama,Inglés,537,,,,
9585,Libro 9585,Autor 3759,Ficción,1983,Planeta,Italiano,997,,,,
9586,Libro 9586,Autor 4329,Romance,2011,Penguin,Francés,403,,,,
9587,Libro 9587,Autor 4053,Historia,2023,Alfaguara,Español,845,,,,
9588,Libro 9588,Autor 107,Fantasía,2006,Alfaguara,Francés,778,,,,
9589,Libro 9589,Autor 1823,Misterio,1970,Alfaguara,Español,221,,,,
9590,Libro 9590,Autor 4227,Romance,2003,Planeta,Español,517,,,,
9591,Libro 9591,Autor 1408,Romance,1986,Alfaguara,Italiano,163,,,,
9592,Libro 9592,Autor 593,Infantil,1989,Salamandra,Francés,940,,,,
9593,Libro 9593,Autor 3721,Historia,1969,Penguin,Inglés,843,,,,
9594,Libro 9594,Autor 4761,Misterio,2020,HarperCollins,Alemán,796,,,,
9595,Libro 9595,Autor 2429,Historia,1967,Alfaguara,Inglés,660,,,,
9596,Libro 9596,Autor 1084,Infantil,1993,Salamandra,Francés,332,,,,
9597,Libro 9597,Autor 2573,Ficción,2005,Anagrama,Alemán,124,,,,
9598,Libro 9598,Autor 1590,Fantasía,1966,Penguin,Francés,144,,,,
9599,Libro 9599,Autor 2164,Historia,1991,Penguin,Alemán,928,,,,
9600,Libro 9600,Autor 2588,Infantil,2020,Alfaguara,Francés,437,,,,
9601,Libro 9601,Autor 2431,Terror,1977,Anagrama,Francés,325,,,,
9602,Libro 9602,Autor 2196,Fantasía,1970,Penguin,Alemán,768,,,,
9603,Libro 9603,Autor 2987,Historia,1986,Planeta,Francés,246,,,,
9604,Libro 9604,Autor 2631,Terror,1972,Alfaguara,Alemán,488,,,,
9605,Libro 9605,Autor 1393,Fantasía,1997,Anagrama,Francés,173,,,,
9606,Libro 9606,Autor 4047,Terror,2008,Salamandra,Francés,316,,,,
9607,Libro 9607,Autor 4257,Romance,2023,HarperCollins,Francés,777,,,,
9608,Libro 9608,Autor 3515,Historia,2001,Penguin,Italiano,914,,,,
9609,Libro 9609,Autor 1923,Infantil,1966,HarperCollins,Italiano,917,,,,
9610,Libro 9610,Autor 760,Fantasía,1987,Anagrama,Alemán,750,,,,
9611,Libro 9611,Autor 3355,Historia,1950,Salamandra,Español,752,,,,
9612,Libro 9612,Autor 2719,Fantasía,2024,Planeta,Español,908,,,,
9613,Libro 9613,Autor 4997,Fantasía,1982,Anagrama,Italiano,472,,,,
9614,Libro 9614,Autor 831,Terror,1993,HarperCollins,Español,480,,,,
9615,Libro 9615,Autor 2062,Terror,1969,Anagrama,Italiano,699,,,,
9616,Libro 9616,Autor 1511,Misterio,1996,Anagrama,Inglés,229,,,,
9617,Libro 9617,Autor 1145,Historia,2018,Penguin,Alemán,348,,,,
9618,Libro 9618,Autor 1367,No ficción,1991,Salamandra,Alemán,532,,,,
9619,Libro 9619,Autor 3459,Ciencia,1975,Anagrama,Italiano,302,,,,
9620,Libro 9620,Autor 2089,No ficción,1998,Planeta,Francés,421,,,,
9621,Libro 9621,Autor 4550,Fantasía,2020,Penguin,Italiano,593,,,,
9622,Libro 9622,Autor 3708,Misterio,1967,Planeta,Francés,970,,,,
9623,Libro 9623,Autor 4582,Fantasía,1958,HarperCollins,Alemán,729,,,,
9624,Libro 9624,Autor 2878,No ficción,2015,Salamandra,Italiano,301,,,,
9625,Libro 9625,Autor 1446,Fantasía,2009,Anagrama,Alemán,887,,,,
9626,Libro 9626,Autor 781,Terror,1986,Salamandra,Francés,170,,,,
9627,Libro 9627,Autor 768,Historia,1996,Alfaguara,Italiano,261,,,,
9628,Libro 9628,Autor 3503,No ficción,1978,Anagrama,Inglés,810,,,,
9629,Libro 9629,Autor 1663,Ciencia,2012,Alfaguara,Alemán,800,,,,
9630,Libro 9630,Autor 2530,Ciencia,1964,Penguin,Inglés,617,,,,
9631,Libro 9631,Autor 4950,Terror,1958,HarperCollins,Alemán,130,,,,
9632,Libro 9632,Autor 4941,Historia,2015,Alfaguara,Italiano,824,,,,
9633,Libro 9633,Autor 1253,Ficción,1950,Anagrama,Italiano,674,,,,
9634,Libro 9634,Autor 4430,Ficción,1958,Anagrama,Francés,783,,,,
9635,Libro 9635,Autor 2870,Infantil,2006,Anagrama,Inglés,582,,,,
9636,Libro 9636,Autor 4582,Infantil,2005,HarperCollins,Inglés,700,,,,
9637,Libro 9637,Autor 1935,No ficción,1969,Alfaguara,Español,370,,,,
9638,Libro 9638,Autor 3121,Terror,1951,Alfaguara,Francés,872,,,,
9639,Libro 9639,Autor 1001,Terror,1950,HarperCollins,Italiano,810,,,,
9640,Libro 9640,Autor 4859,Fantasía,2023,Planeta,Español,827,,,,
9641,Libro 9641,Autor 481,Ciencia,2003,Penguin,Inglés,379,,,,
9642,Libro 9642,Autor 3291,Ciencia,1968,HarperCollins,Italiano,408,,,,
9643,Libro 9643,Autor 2867,Ciencia,1967,Anagrama,Italiano,782,,,,
9644,Libro 9644,Autor 2731,Misterio,1973,Salamandra,Alemán,310,,,,
9645,Libro 9645,Autor 3969,Historia,2001,Planeta,Francés,865,,,,
9646,Libro 9646,Autor 2365,Romance,1969,Salamandra,Español,637,,,,
9647,Libro 9647,Autor 4763,Fantasía,1960,Salamandra,Francés,177,,,,
9648,Libro 9648,Autor 1601,Ficción,2022,Alfaguara,Inglés,543,,,,
9649,Libro 9649,Autor 568,Terror,2009,Penguin,Alemán,388,,,,
9650,Libro 9650,Autor 341,Ficción,1965,Anagrama,Alemán,190,,,,
9651,Libro 9651,Autor 1591,Misterio,1962,Anagrama,Alemán,927,,,,
9652,Libro 9652,Autor 4633,Ficción,2002,Anagrama,Español,714,,,,
9653,Libro 9653,Autor 3439,Ciencia,1955,HarperCollins,Francés,265,,,,
9654,Libro 9654,Autor 1853,Fantasía,1974,Salamandra,Inglés,482,,,,
9655,Libro 9655,Autor 3554,Infantil,2012,Alfaguara,Alemán,402,,,,
9656,Libro 9656,Autor 3637,Romance,1996,Planeta,Español,900,,,,
9657,Libro 9657,Autor 1403,Terror,1964,Penguin,Inglés,298,,,,
9658,Libro 9658,Autor 3707,Misterio,2003,Anagrama,Italiano,310,,,,
9659,Libro 9659,Autor 1585,Terror,1992,HarperCollins,Italiano,806,,,,
9660,Libro 9660,Autor 2982,Romance,1963,Salamandra,Alemán,528,,,,
9661,Libro 9661,Autor 3814,Terror,1983,HarperCollins,Español,816,,,,
9662,Libro 9662,Autor 417,Historia,1951,Penguin,Inglés,288,,,,
9663,Libro 9663,Autor 2289,Terror,1969,Planeta,Francés,125,,,,
9664,Libro 9664,Autor 4340,Infantil,1965,HarperCollins,Francés,779,,,,
9665,Libro 9665,Autor 339,Fantasía,2016,HarperCollins,Inglés,174,,,,
9666,Libro 9666,Autor 1729,Fantasía,1979,Alfaguara,Italiano,527,,,,
9667,Libro 9667,Autor 4113,Ficción,2000,Alfaguara,Alemán,401,,,,
9668,Libro 9668,Autor 909,No ficción,1952,Planeta,Francés,554,,,,
9669,Libro 9669,Autor 1471,Ciencia,2000,Salamandra,Español,780,,,,
9670,Libro 9670,Autor 663,Romance,1995,Salamandra,Español,393,,,,
9671,Libro 9671,Autor 1577,Misterio,1989,Penguin,Español,937,,,,
9672,Libro 9672,Autor 4047,Fantasía,1978,Anagrama,Español,430,,,,
9673,Libro 9673,Autor 280,Ficción,1972,HarperCollins,Inglés,755,,,,
9674,Libro 9674,Autor 4195,Terror,1966,Anagrama,Inglés,369,,,,
9675,Libro 9675,Autor 3960,Ciencia,2018,Anagrama,Inglés,429,,,,
9676,Libro 9676,Autor 1338,Ciencia,2015,Anagrama,Inglés,618,,,,
9677,Libro 9677,Autor 2889,No ficción,1972,Planeta,Francés,998,,,,
9678,Libro 9678,Autor 4285,Historia,2024,Penguin,Alemán,843,,,,
9679,Libro 9679,Autor 1486,No ficción,1972,Penguin,Francés,177,,,,
9680,Libro 9680,Autor 3188,Terror,1956,Alfaguara,Alemán,755,,,,
9681,Libro 9681,Autor 4024,Infantil,1992,Anagrama,Español,515,,,,
9682,Libro 9682,Autor 4977,Romance,2011,Anagrama,Francés,488,,,,
9683,Libro 9683,Autor 4364,Ciencia,1983,HarperCollins,Francés,391,,,,
9684,Libro 9684,Autor 4432,Misterio,2000,Planeta,Italiano,935,,,,
9685,Libro 9685,Autor 437,Misterio,1993,Anagrama,Alemán,394,,,,
9686,Libro 9686,Autor 125,Ficción,2019,Planeta,Español,776,,,,
9687,Libro 9687,Autor 1982,Misterio,2004,Salamandra,Inglés,892,,,,
9688,Libro 9688,Autor 1108,Ciencia,2015,Alfaguara,Español,227,,,,
9689,Libro 9689,Autor 621,Ciencia,2007,Planeta,Alemán,505,,,,
9690,Libro 9690,Autor 187,Ciencia,1992,Penguin,Francés,608,,,,
9691,Libro 9691,Autor 1688,Romance,2010,Salamandra,Español,493,,,,
9692,Libro 9692,Autor 1270,Fantasía,1987,Salamandra,Español,516,,,,
9693,Libro 9693,Autor 617,Historia,1977,Planeta,Inglés,152,,,,
9694,Libro 9694,Autor 259,Terror,2006,Anagrama,Italiano,384,,,,
9695,Libro 9695,Autor 70,Terror,1990,Anagrama,Español,658,,,,
9696,Libro 9696,Autor 723,Ficción,2022,Anagrama,Francés,453,,,,
9697,Libro 9697,Autor 1322,No ficción,1999,Anagrama,Inglés,826,,,,
9698,Libro 9698,Autor 1734,Romance,2010,Salamandra,Italiano,411,,,,
9699,Libro 9699,Autor 46,Fantasía,2018,Planeta,Inglés,716,,,,
9700,Libro 9700,Autor 406,Infantil,2012,Anagrama,Alemán,459,,,,
9701,Libro 9701,Autor 3405,Ficción,1975,Penguin,Español,131,,,,
9702,Libro 9702,Autor 752,Fantasía,1975,HarperCollins,Alemán,872,,,,
9703,Libro 9703,Autor 3941,Ciencia,2022,Anagrama,Inglés,599,,,,
9704,Libro 9704,Autor 1310,No ficción,1972,Alfaguara,Alemán,266,,,,
9705,Libro 9705,Autor 4412,No ficción,2001,HarperCollins,Español,327,,,,
9706,Libro 9706,Autor 4288,Terror,2022,Planeta,Italiano,413,,,,
9707,Libro 9707,Autor 114,Historia,2023,Penguin,Inglés,253,,,,
9708,Libro 9708,Autor 346,Historia,2019,Salamandra,Alemán,109,,,,
9709,Libro 9709,Autor 864,Infantil,1953,Penguin,Alemán,377,,,,
9710,Libro 9710,Autor 867,No ficción,1950,Alfaguara,Alemán,957,,,,
9711,Libro 9711,Autor 778,Ciencia,1955,Anagrama,Italiano,347,,,,
9712,Libro 9712,Autor 4070,Ciencia,2005,Alfaguara,Inglés,564,,,,
9713,Libro 9713,Autor 3755,Misterio,1978,Anagrama,Inglés,829,,,,
9714,Libro 9714,Autor 4304,Ciencia,1952,Anagrama,Alemán,113,,,,
9715,Libro 9715,Autor 3747,Fantasía,1991,Penguin,Inglés,977,,,,
9716,Libro 9716,Autor 852,Historia,1958,Penguin,Inglés,539,,,,
9717,Libro 9717,Autor 4411,Ciencia,2008,Salamandra,Italiano,974,,,,
9718,Libro 9718,Autor 4853,Romance,1987,Anagrama,Italiano,218,,,,
9719,Libro 9719,Autor 4438,Ciencia,1991,Salamandra,Español,749,,,,
9720,Libro 9720,Autor 116,Misterio,1999,Penguin,Italiano,557,,,,
9721,Libro 9721,Autor 4590,Infantil,1963,Penguin,Italiano,284,,,,
9722,Libro 9722,Autor 4887,Infantil,1994,Penguin,Inglés,784,,,,
9723,Libro 9723,Autor 2965,No ficción,1982,Anagrama,Español,171,,,,
9724,Libro 9724,Autor 772,Ciencia,1969,Anagrama,Italiano,381,,,,
9725,Libro 9725,Autor 4104,Historia,1983,HarperCollins,Alemán,739,,,,
9726,Libro 9726,Autor 4302,Infantil,2016,Penguin,Alemán,976,,,,
9727,Libro 9727,Autor 1711,No ficción,2016,Anagrama,Inglés,333,,,,
9728,Libro 9728,Autor 2330,Ciencia,2019,Penguin,Alemán,426,,,,
9729,Libro 9729,Autor 694,Infantil,1988,HarperCollins,Italiano,849,,,,
9730,Libro 9730,Autor 2414,Infantil,1992,HarperCollins,Inglés,902,,,,
9731,Libro 9731,Autor 3923,Ciencia,1988,Planeta,Español,432,,,,
9732,Libro 9732,Autor 4665,Ficción,1993,Anagrama,Italiano,105,,,,
9733,Libro 9733,Autor 3333,Ciencia,1950,HarperCollins,Español,849,,,,
9734,Libro 9734,Autor 581,Fantasía,1999,Anagrama,Francés,342,,,,
9735,Libro 9735,Autor 3220,Infantil,2023,Anagrama,Francés,703,,,,
9736,Libro 9736,Autor 1583,Historia,2011,Penguin,Inglés,741,,,,
9737,Libro 9737,Autor 3616,Ficción,1952,Anagrama,Inglés,344,,,,
9738,Libro 9738,Autor 3095,Misterio,1957,Penguin,Español,445,,,,
9739,Libro 9739,Autor 695,No ficción,1997,Penguin,Italiano,941,,,,
9740,Libro 9740,Autor 4437,Ciencia,1990,Penguin,Español,772,,,,
9741,Libro 9741,Autor 2213,Historia,1985,Salamandra,Alemán,629,,,,
9742,Libro 9742,Autor 3796,Misterio,2006,Alfaguara,Italiano,141,,,,
9743,Libro 9743,Autor 76,Misterio,1992,Anagrama,Español,936,,,,
9744,Libro 9744,Autor 3774,Infantil,1977,Salamandra,Inglés,317,,,,
9745,Libro 9745,Autor 4139,Fantasía,2008,HarperCollins,Alemán,198,,,,
9746,Libro 9746,Autor 4471,Infantil,1978,Anagrama,Italiano,488,,,,
9747,Libro 9747,Autor 1062,No ficción,1987,Planeta,Italiano,250,,,,
9748,Libro 9748,Autor 2881,Ficción,1983,Anagrama,Italiano,599,,,,
9749,Libro 9749,Autor 907,Romance,2014,Alfaguara,Francés,805,,,,
9750,Libro 9750,Autor 673,Ficción,1969,Salamandra,Español,559,,,,
9751,Libro 9751,Autor 372,No ficción,1975,Planeta,Español,781,,,,
9752,Libro 9752,Autor 3478,Misterio,1976,Planeta,Alemán,738,,,,
9753,Libro 9753,Autor 2592,Ficción,1972,Penguin,Italiano,516,,,,
9754,Libro 9754,Autor 4725,Ciencia,2020,HarperCollins,Francés,845,,,,
9755,Libro 9755,Autor 1242,Infantil,1971,Planeta,Español,275,,,,
9756,Libro 9756,Autor 2760,Romance,1996,Alfaguara,Alemán,645,,,,
9757,Libro 9757,Autor 3879,Historia,2017,HarperCollins,Italiano,380,,,,
